"","sort.n3gramstats..decreasing...T.","last"
"11718",15,"the big ten"
"11719",15,"the blood of"
"11720",15,"the bright side"
"11721",15,"the bureau of"
"11722",15,"the cleveland clinic"
"11723",15,"the coast guard"
"11724",15,"the comments section"
"11725",15,"the company that"
"11726",15,"the company will"
"11727",15,"the day in"
"11728",15,"the democratic party"
"11729",15,"the depths of"
"11730",15,"the district of"
"11731",15,"the early days"
"11732",15,"the economy and"
"11733",15,"the effect of"
"11734",15,"the entire season"
"11735",15,"the essence of"
"11736",15,"the family of"
"11737",15,"the flip side"
"11738",15,"the floor of"
"11739",15,"the focus of"
"11740",15,"the freedom of"
"11741",15,"the freedom to"
"11742",15,"the fuck is"
"11743",15,"the general assembly"
"11744",15,"the greatest thing"
"11745",15,"the growth of"
"11746",15,"the hard work"
"11747",15,"the head and"
"11748",15,"the house but"
"11749",15,"the house the"
"11750",15,"the house to"
"11751",15,"the influence of"
"11752",15,"the interest of"
"11753",15,"the keys to"
"11754",15,"the last months"
"11755",15,"the law is"
"11756",15,"the line and"
"11757",15,"the main reason"
"11758",15,"the mood for"
"11759",15,"the morning to"
"11760",15,"the mouth of"
"11761",15,"the option of"
"11762",15,"the other half"
"11763",15,"the other one"
"11764",15,"the pain and"
"11765",15,"the party and"
"11766",15,"the past four"
"11767",15,"the past i"
"11768",15,"the past several"
"11769",15,"the picture of"
"11770",15,"the place of"
"11771",15,"the post office"
"11772",15,"the queen of"
"11773",15,"the right amount"
"11774",15,"the rock and"
"11775",15,"the room was"
"11776",15,"the same but"
"11777",15,"the same to"
"11778",15,"the season is"
"11779",15,"the season with"
"11780",15,"the sheriffs office"
"11781",15,"the stanley cup"
"11782",15,"the state senate"
"11783",15,"the state supreme"
"11784",15,"the story i"
"11785",15,"the strength to"
"11786",15,"the thought that"
"11787",15,"the time is"
"11788",15,"the tip of"
"11789",15,"the women of"
"11790",15,"the world at"
"11791",15,"the worst of"
"11792",15,"the worst part"
"11793",15,"the year the"
"11794",15,"them at the"
"11795",15,"then it was"
"11796",15,"then off to"
"11797",15,"there are those"
"11798",15,"there he said"
"11799",15,"there is anything"
"11800",15,"there was one"
"11801",15,"there were many"
"11802",15,"there you go"
"11803",15,"theres going to"
"11804",15,"they also have"
"11805",15,"they dont know"
"11806",15,"they know what"
"11807",15,"they might be"
"11808",15,"they might have"
"11809",15,"they said they"
"11810",15,"they tried to"
"11811",15,"they were there"
"11812",15,"they will do"
"11813",15,"thing you can"
"11814",15,"things in life"
"11815",15,"think i like"
"11816",15,"think like a"
"11817",15,"think of that"
"11818",15,"think you have"
"11819",15,"this is for"
"11820",15,"this is like"
"11821",15,"this is no"
"11822",15,"this may be"
"11823",15,"this might be"
"11824",15,"this movie is"
"11825",15,"this time last"
"11826",15,"this week we"
"11827",15,"this weekend but"
"11828",15,"this whole thing"
"11829",15,"this year they"
"11830",15,"this year was"
"11831",15,"those who want"
"11832",15,"though it was"
"11833",15,"thought of it"
"11834",15,"thought you were"
"11835",15,"through a lot"
"11836",15,"time and money"
"11837",15,"time in my"
"11838",15,"time that the"
"11839",15,"time to talk"
"11840",15,"tired of being"
"11841",15,"to a different"
"11842",15,"to a more"
"11843",15,"to agree with"
"11844",15,"to appeal to"
"11845",15,"to argue that"
"11846",15,"to ask me"
"11847",15,"to avoid a"
"11848",15,"to be for"
"11849",15,"to be held"
"11850",15,"to be me"
"11851",15,"to be no"
"11852",15,"to be paid"
"11853",15,"to begin the"
"11854",15,"to but i"
"11855",15,"to capture the"
"11856",15,"to close the"
"11857",15,"to compete with"
"11858",15,"to develop a"
"11859",15,"to explain the"
"11860",15,"to explain to"
"11861",15,"to explain why"
"11862",15,"to fall in"
"11863",15,"to fight for"
"11864",15,"to fight the"
"11865",15,"to get things"
"11866",15,"to get together"
"11867",15,"to grab a"
"11868",15,"to have her"
"11869",15,"to have more"
"11870",15,"to have sex"
"11871",15,"to keep her"
"11872",15,"to keep track"
"11873",15,"to launch a"
"11874",15,"to leave your"
"11875",15,"to live and"
"11876",15,"to love and"
"11877",15,"to lower the"
"11878",15,"to maintain a"
"11879",15,"to maintain the"
"11880",15,"to make one"
"11881",15,"to match the"
"11882",15,"to my friend"
"11883",15,"to pay attention"
"11884",15,"to pay off"
"11885",15,"to play at"
"11886",15,"to play on"
"11887",15,"to post a"
"11888",15,"to pray for"
"11889",15,"to put together"
"11890",15,"to receive the"
"11891",15,"to refer to"
"11892",15,"to remember the"
"11893",15,"to say something"
"11894",15,"to say to"
"11895",15,"to school and"
"11896",15,"to show me"
"11897",15,"to stay with"
"11898",15,"to stop it"
"11899",15,"to suggest that"
"11900",15,"to take me"
"11901",15,"to take part"
"11902",15,"to take to"
"11903",15,"to the extent"
"11904",15,"to the main"
"11905",15,"to the music"
"11906",15,"to the north"
"11907",15,"to the number"
"11908",15,"to the president"
"11909",15,"to the real"
"11910",15,"to the stage"
"11911",15,"to the story"
"11912",15,"to the table"
"11913",15,"to the way"
"11914",15,"to this story"
"11915",15,"to those of"
"11916",15,"to us and"
"11917",15,"to use in"
"11918",15,"to use them"
"11919",15,"to work at"
"11920",15,"to work hard"
"11921",15,"to write the"
"11922",15,"to you my"
"11923",15,"to you you"
"11924",15,"today i will"
"11925",15,"today it is"
"11926",15,"today thanks for"
"11927",15,"today was the"
"11928",15,"told him he"
"11929",15,"too but i"
"11930",15,"too close to"
"11931",15,"too many of"
"11932",15,"too much and"
"11933",15,"too thanks for"
"11934",15,"took a few"
"11935",15,"tribute to the"
"11936",15,"try and get"
"11937",15,"trying to help"
"11938",15,"turns out to"
"11939",15,"under the new"
"11940",15,"until i was"
"11941",15,"until the next"
"11942",15,"up a lot"
"11943",15,"up for it"
"11944",15,"up to that"
"11945",15,"us what you"
"11946",15,"used to think"
"11947",15,"version of a"
"11948",15,"very happy with"
"11949",15,"vice president for"
"11950",15,"vote for the"
"11951",15,"waking up in"
"11952",15,"walking down the"
"11953",15,"walking in the"
"11954",15,"want to call"
"11955",15,"was a child"
"11956",15,"was back in"
"11957",15,"was filled with"
"11958",15,"was killed in"
"11959",15,"was not in"
"11960",15,"was planning to"
"11961",15,"was shot in"
"11962",15,"was thinking about"
"11963",15,"watching the game"
"11964",15,"way too many"
"11965",15,"we are excited"
"11966",15,"we are here"
"11967",15,"we did a"
"11968",15,"we dont get"
"11969",15,"we just need"
"11970",15,"we know the"
"11971",15,"week has been"
"11972",15,"well as some"
"11973",15,"well have to"
"11974",15,"well if you"
"11975",15,"well see how"
"11976",15,"went for with"
"11977",15,"were about to"
"11978",15,"were looking forward"
"11979",15,"were not going"
"11980",15,"were the first"
"11981",15,"what appeared to"
"11982",15,"what he called"
"11983",15,"what he had"
"11984",15,"what i really"
"11985",15,"what if the"
"11986",15,"what is that"
"11987",15,"what it would"
"11988",15,"whats on your"
"11989",15,"whats the difference"
"11990",15,"when and where"
"11991",15,"when i can"
"11992",15,"when i did"
"11993",15,"when i told"
"11994",15,"when people are"
"11995",15,"when was the"
"11996",15,"when we first"
"11997",15,"when you say"
"11998",15,"where he is"
"11999",15,"where to go"
"12000",15,"where you at"
"12001",15,"which is in"
"12002",15,"while i have"
"12003",15,"while she was"
"12004",15,"who has the"
"12005",15,"who is not"
"12006",15,"who may be"
"12007",15,"who wrote the"
"12008",15,"whos going to"
"12009",15,"why i have"
"12010",15,"will be giving"
"12011",15,"will be happy"
"12012",15,"will be one"
"12013",15,"will be so"
"12014",15,"will be very"
"12015",15,"will become a"
"12016",15,"will come from"
"12017",15,"will love it"
"12018",15,"will make sure"
"12019",15,"will see you"
"12020",15,"willing to do"
"12021",15,"willing to pay"
"12022",15,"with a large"
"12023",15,"with all that"
"12024",15,"with just a"
"12025",15,"with most of"
"12026",15,"with my daughter"
"12027",15,"with my life"
"12028",15,"with them and"
"12029",15,"with two outs"
"12030",15,"with you in"
"12031",15,"woke up at"
"12032",15,"work for me"
"12033",15,"work on it"
"12034",15,"worked at the"
"12035",15,"world a better"
"12036",15,"would have loved"
"12037",15,"would have the"
"12038",15,"would make it"
"12039",15,"year in a"
"12040",15,"years ago this"
"12041",15,"years of the"
"12042",15,"yes i do"
"12043",15,"yes we are"
"12044",15,"you and this"
"12045",15,"you and yours"
"12046",15,"you are on"
"12047",15,"you are really"
"12048",15,"you are right"
"12049",15,"you believe in"
"12050",15,"you can play"
"12051",15,"you enjoyed the"
"12052",15,"you ever get"
"12053",15,"you feel about"
"12054",15,"you find out"
"12055",15,"you get it"
"12056",15,"you have more"
"12057",15,"you have one"
"12058",15,"you in your"
"12059",15,"you it is"
"12060",15,"you know about"
"12061",15,"you know me"
"12062",15,"you know whats"
"12063",15,"you know your"
"12064",15,"you liked it"
"12065",15,"you love the"
"12066",15,"you might not"
"12067",15,"you out of"
"12068",15,"you right now"
"12069",15,"you take the"
"12070",15,"you think it"
"12071",15,"you trying to"
"12072",15,"you were the"
"12073",15,"you were to"
"12074",14,"a better person"
"12075",14,"a date with"
"12076",14,"a day that"
"12077",14,"a difference between"
"12078",14,"a feeling of"
"12079",14,"a gift certificate"
"12080",14,"a girl who"
"12081",14,"a guy that"
"12082",14,"a house in"
"12083",14,"a job at"
"12084",14,"a long long"
"12085",14,"a los angeles"
"12086",14,"a love of"
"12087",14,"a minimum of"
"12088",14,"a minute or"
"12089",14,"a much larger"
"12090",14,"a music video"
"12091",14,"a night of"
"12092",14,"a note to"
"12093",14,"a panel of"
"12094",14,"a person is"
"12095",14,"a plan for"
"12096",14,"a plethora of"
"12097",14,"a press release"
"12098",14,"a question of"
"12099",14,"a reference to"
"12100",14,"a reflection of"
"12101",14,"a return to"
"12102",14,"a shot of"
"12103",14,"a small group"
"12104",14,"a sucker for"
"12105",14,"a thing for"
"12106",14,"a threat to"
"12107",14,"a week for"
"12108",14,"a while now"
"12109",14,"a while the"
"12110",14,"a whole bunch"
"12111",14,"a yearold man"
"12112",14,"a young girl"
"12113",14,"about all of"
"12114",14,"about minutes or"
"12115",14,"about to make"
"12116",14,"affordable care act"
"12117",14,"against the wall"
"12118",14,"agreement with the"
"12119",14,"ahead of me"
"12120",14,"all that you"
"12121",14,"all the support"
"12122",14,"allow them to"
"12123",14,"allow you to"
"12124",14,"also in the"
"12125",14,"also need to"
"12126",14,"always have to"
"12127",14,"am grateful for"
"12128",14,"amen to that"
"12129",14,"an amazing day"
"12130",14,"an army of"
"12131",14,"an estimated million"
"12132",14,"an hour or"
"12133",14,"and a small"
"12134",14,"and able to"
"12135",14,"and according to"
"12136",14,"and became a"
"12137",14,"and being a"
"12138",14,"and charged with"
"12139",14,"and do something"
"12140",14,"and figure out"
"12141",14,"and for those"
"12142",14,"and get your"
"12143",14,"and how you"
"12144",14,"and i hate"
"12145",14,"and i made"
"12146",14,"and im going"
"12147",14,"and instead of"
"12148",14,"and it just"
"12149",14,"and it looks"
"12150",14,"and it took"
"12151",14,"and keep the"
"12152",14,"and left the"
"12153",14,"and looking forward"
"12154",14,"and my dad"
"12155",14,"and percent of"
"12156",14,"and plenty of"
"12157",14,"and put the"
"12158",14,"and talk about"
"12159",14,"and that makes"
"12160",14,"and the national"
"12161",14,"and the others"
"12162",14,"and the school"
"12163",14,"and the sun"
"12164",14,"and then go"
"12165",14,"and then she"
"12166",14,"and then when"
"12167",14,"and they need"
"12168",14,"and think about"
"12169",14,"and watch the"
"12170",14,"and what it"
"12171",14,"and women in"
"12172",14,"and you just"
"12173",14,"and you should"
"12174",14,"anything i can"
"12175",14,"anything other than"
"12176",14,"april at the"
"12177",14,"are a couple"
"12178",14,"are a good"
"12179",14,"are designed to"
"12180",14,"are looking to"
"12181",14,"are so much"
"12182",14,"are times when"
"12183",14,"are too many"
"12184",14,"are up to"
"12185",14,"are you talking"
"12186",14,"are your favorite"
"12187",14,"arent going to"
"12188",14,"as a player"
"12189",14,"as a potential"
"12190",14,"as a sign"
"12191",14,"as a small"
"12192",14,"as close as"
"12193",14,"as cool as"
"12194",14,"as easy as"
"12195",14,"as he did"
"12196",14,"as i write"
"12197",14,"as many of"
"12198",14,"as the most"
"12199",14,"as we can"
"12200",14,"ask me if"
"12201",14,"at a later"
"12202",14,"at all of"
"12203",14,"at am i"
"12204",14,"at first glance"
"12205",14,"at more than"
"12206",14,"at the best"
"12207",14,"at the helm"
"12208",14,"at the intersection"
"12209",14,"at work today"
"12210",14,"away with the"
"12211",14,"back at it"
"12212",14,"back of a"
"12213",14,"back to bed"
"12214",14,"back up to"
"12215",14,"be a problem"
"12216",14,"be added to"
"12217",14,"be available to"
"12218",14,"be back at"
"12219",14,"be back on"
"12220",14,"be eligible for"
"12221",14,"be expected to"
"12222",14,"be good to"
"12223",14,"be sent to"
"12224",14,"be the next"
"12225",14,"be trying to"
"12226",14,"beauty of the"
"12227",14,"because i don’t"
"12228",14,"because its a"
"12229",14,"because she is"
"12230",14,"because you dont"
"12231",14,"been known to"
"12232",14,"been looking for"
"12233",14,"been to a"
"12234",14,"being part of"
"12235",14,"believe it is"
"12236",14,"belonged to the"
"12237",14,"best place to"
"12238",14,"between you and"
"12239",14,"big bang theory"
"12240",14,"boys and girls"
"12241",14,"break a leg"
"12242",14,"but all of"
"12243",14,"but also the"
"12244",14,"but as we"
"12245",14,"but i havent"
"12246",14,"but ill be"
"12247",14,"but it doesn’t"
"12248",14,"but not so"
"12249",14,"but only if"
